case,axis,axis_level,replicate,method,metric,value
sample_replicate_axis,sample_seed_replicate,1,rep5,sgs,variance_mean,4.640186430462308
sample_replicate_axis,sample_seed_replicate,1,rep6,gp_mle,mse,5.641433994818743
sample_replicate_axis,sample_seed_replicate,1,rep6,gp_mle,umg,0.9687878787878788
sample_replicate_axis,sample_seed_replicate,1,rep6,gp_mle,variance_mean,6.943631035429661
sample_replicate_axis,sample_seed_replicate,1,rep6,kriging,mse,4.373941512397055
sample_replicate_axis,sample_seed_replicate,1,rep6,kriging,umg,0.9383232323232323
sample_replicate_axis,sample_seed_replicate,1,rep6,kriging,variance_mean,7.354298906465569
sample_replicate_axis,sample_seed_replicate,1,rep6,rbf_bootstrap,mse,6.288720642071875
sample_replicate_axis,sample_seed_replicate,1,rep6,rbf_bootstrap,umg,0.4115555555555557
sample_replicate_axis,sample_seed_replicate,1,rep6,rbf_bootstrap,variance_mean,0.5857694632291056
sample_replicate_axis,sample_seed_replicate,1,rep6,sgs,mse,5.844177608809436
sample_replicate_axis,sample_seed_replicate,1,rep6,sgs,umg,0.9882402977139819
sample_replicate_axis,sample_seed_replicate,1,rep6,sgs,variance_mean,7.325778732806201
sample_replicate_axis,sample_seed_replicate,1,rep7,gp_mle,mse,6.506522404311457
sample_replicate_axis,sample_seed_replicate,1,rep7,gp_mle,umg,0.8673263327948304
sample_replicate_axis,sample_seed_replicate,1,rep7,gp_mle,variance_mean,4.1645598193367865
sample_replicate_axis,sample_seed_replicate,1,rep7,kriging,mse,6.53788344243473
sample_replicate_axis,sample_seed_replicate,1,rep7,kriging,umg,0.9785073548167673
sample_replicate_axis,sample_seed_replicate,1,rep7,kriging,variance_mean,6.471260175056847
sample_replicate_axis,sample_seed_replicate,1,rep7,rbf_bootstrap,mse,6.519381520542366
sample_replicate_axis,sample_seed_replicate,1,rep7,rbf_bootstrap,umg,0.3683360258481422
sample_replicate_axis,sample_seed_replicate,1,rep7,rbf_bootstrap,variance_mean,0.48115941590613515
sample_replicate_axis,sample_seed_replicate,1,rep7,sgs,mse,7.8900499122965515
sample_replicate_axis,sample_seed_replicate,1,rep7,sgs,umg,0.9308562197092085
sample_replicate_axis,sample_seed_replicate,1,rep7,sgs,variance_mean,6.487139544214214
sample_replicate_axis,sample_seed_replicate,1,rep8,gp_mle,mse,7.514346805328371
sample_replicate_axis,sample_seed_replicate,1,rep8,gp_mle,umg,0.7868282828282829
sample_replicate_axis,sample_seed_replicate,1,rep8,gp_mle,variance_mean,3.4407865141482725
sample_replicate_axis,sample_seed_replicate,1,rep8,kriging,mse,7.210570493712619
sample_replicate_axis,sample_seed_replicate,1,rep8,kriging,umg,0.9520520999468368
sample_replicate_axis,sample_seed_replicate,1,rep8,kriging,variance_mean,6.438182419778251
sample_replicate_axis,sample_seed_replicate,1,rep8,rbf_bootstrap,mse,7.397326572590212
sample_replicate_axis,sample_seed_replicate,1,rep8,rbf_bootstrap,umg,0.2879191919191919
sample_replicate_axis,sample_seed_replicate,1,rep8,rbf_bootstrap,variance_mean,0.33095879874916423
sample_replicate_axis,sample_seed_replicate,1,rep8,sgs,mse,8.33865962195602
sample_replicate_axis,sample_seed_replicate,1,rep8,sgs,umg,0.8821010101010102
sample_replicate_axis,sample_seed_replicate,1,rep8,sgs,variance_mean,6.071779550000329
sample_replicate_axis,sample_seed_replicate,1,rep9,gp_mle,mse,5.278121573377344
sample_replicate_axis,sample_seed_replicate,1,rep9,gp_mle,umg,0.9151919191919191
sample_replicate_axis,sample_seed_replicate,1,rep9,gp_mle,variance_mean,9.177265485802582
sample_replicate_axis,sample_seed_replicate,1,rep9,kriging,mse,8.857099877059797
sample_replicate_axis,sample_seed_replicate,1,rep9,kriging,umg,0.8419351408825093
sample_replicate_axis,sample_seed_replicate,1,rep9,kriging,variance_mean,14.349918245434898
sample_replicate_axis,sample_seed_replicate,1,rep9,rbf_bootstrap,mse,5.846906130333598
sample_replicate_axis,sample_seed_replicate,1,rep9,rbf_bootstrap,umg,0.7118383838383838
sample_replicate_axis,sample_seed_replicate,1,rep9,rbf_bootstrap,variance_mean,1.9989193445939089
sample_replicate_axis,sample_seed_replicate,1,rep9,sgs,mse,5.9285838173231316
sample_replicate_axis,sample_seed_replicate,1,rep9,sgs,umg,0.8897777777777778
sample_replicate_axis,sample_seed_replicate,1,rep9,sgs,variance_mean,14.345945967997109
