axis_level,method,p_interval,fraction_in
600,kriging,0.0,0.0
600,kriging,0.05263157894736842,0.04623791509037411
600,kriging,0.10526315789473684,0.08617065994115175
600,kriging,0.15789473684210525,0.13030685161832703
600,kriging,0.21052631578947367,0.1862126944094157
600,kriging,0.2631578947368421,0.2362337116435477
600,kriging,0.3157894736842105,0.28667507356031946
600,kriging,0.3684210526315789,0.3333333333333333
600,kriging,0.42105263157894735,0.3753678015973098
600,kriging,0.47368421052631576,0.43169398907103823
600,kriging,0.5263157894736842,0.4859184531315679
600,kriging,0.5789473684210527,0.5304749894913829
600,kriging,0.631578947368421,0.5783942833123161
600,kriging,0.6842105263157894,0.6359815048339639
600,kriging,0.7368421052631579,0.6830601092896175
600,kriging,0.7894736842105263,0.7377049180327869
600,kriging,0.8421052631578947,0.7957124842370744
600,kriging,0.894736842105263,0.8453131567885667
600,kriging,0.9473684210526315,0.9083648591845314
600,kriging,1.0,1.0
600,sgs,0.0,0.0
600,sgs,0.05263157894736842,0.0403530895334174
600,sgs,0.10526315789473684,0.08995376208490963
600,sgs,0.15789473684210525,0.13493064312736444
600,sgs,0.21052631578947367,0.18200924758301806
600,sgs,0.2631578947368421,0.22866750735603195
600,sgs,0.3157894736842105,0.2723833543505675
600,sgs,0.3684210526315789,0.31904161412358134
600,sgs,0.42105263157894735,0.37116435477091214
600,sgs,0.47368421052631576,0.4182429592265658
600,sgs,0.5263157894736842,0.46490121899957965
600,sgs,0.5789473684210527,0.5102984447246742
600,sgs,0.631578947368421,0.5540142917192098
600,sgs,0.6842105263157894,0.6002522068095839
600,sgs,0.7368421052631579,0.6414459857082808
600,sgs,0.7894736842105263,0.6876839007986549
600,sgs,0.8421052631578947,0.7419083648591845
600,sgs,0.894736842105263,0.798234552332913
600,sgs,0.9473684210526315,0.8688524590163934
600,sgs,1.0,0.9995796553173603
600,rbf_bootstrap,0.0,0.0
600,rbf_bootstrap,0.05263157894736842,0.015132408575031526
600,rbf_bootstrap,0.10526315789473684,0.03614964270701976
600,rbf_bootstrap,0.15789473684210525,0.050021017234131986
600,rbf_bootstrap,0.21052631578947367,0.06935687263556116
600,rbf_bootstrap,0.2631578947368421,0.08617065994115175
600,rbf_bootstrap,0.3157894736842105,0.10130306851618327
600,rbf_bootstrap,0.3684210526315789,0.11559478772593526
600,rbf_bootstrap,0.42105263157894735,0.1307271963009668
600,rbf_bootstrap,0.47368421052631576,0.14417822614543926
600,rbf_bootstrap,0.5263157894736842,0.15762925598991173
600,rbf_bootstrap,0.5789473684210527,0.17360235393022277
600,rbf_bootstrap,0.631578947368421,0.1984026902059689
600,rbf_bootstrap,0.6842105263157894,0.21941992433795712
600,rbf_bootstrap,0.7368421052631579,0.24548129466162252
600,rbf_bootstrap,0.7894736842105263,0.2677595628415301
600,rbf_bootstrap,0.8421052631578947,0.29760403530895335
600,rbf_bootstrap,0.894736842105263,0.33879781420765026
600,rbf_bootstrap,0.9473684210526315,0.4010088272383354
600,rbf_bootstrap,1.0,0.9604875998318622
600,gp_mle,0.0,0.0
600,gp_mle,0.05263157894736842,0.049600672551492225
600,gp_mle,0.10526315789473684,0.10004203446826397
600,gp_mle,0.15789473684210525,0.15006305170239598
600,gp_mle,0.21052631578947367,0.19882303488860867
600,gp_mle,0.2631578947368421,0.2492643968053804
600,gp_mle,0.3157894736842105,0.3068516183270282
600,gp_mle,0.3684210526315789,0.3619167717528373
600,gp_mle,0.42105263157894735,0.41025641025641024
600,gp_mle,0.47368421052631576,0.4598570828079025
600,gp_mle,0.5263157894736842,0.5128205128205128
600,gp_mle,0.5789473684210527,0.5666246321984026
600,gp_mle,0.631578947368421,0.619588062211013
600,gp_mle,0.6842105263157894,0.6801176965111392
600,gp_mle,0.7368421052631579,0.7318200924758301
600,gp_mle,0.7894736842105263,0.7738545607398066
600,gp_mle,0.8421052631578947,0.8255569567044977
600,gp_mle,0.894736842105263,0.8814627994955864
600,gp_mle,0.9473684210526315,0.9390500210172341
600,gp_mle,1.0,1.0
700,kriging,0.0,0.0
700,kriging,0.05263157894736842,0.04581757040773434
700,kriging,0.10526315789473684,0.09331651954602774
700,kriging,0.15789473684210525,0.13955443463640185
700,kriging,0.21052631578947367,0.18327028163093737
700,kriging,0.2631578947368421,0.2244640605296343
700,kriging,0.3157894736842105,0.26691887347625054
700,kriging,0.3684210526315789,0.31778058007566207
700,kriging,0.42105263157894735,0.3614964270701976
700,kriging,0.47368421052631576,0.4098360655737705
700,kriging,0.5263157894736842,0.4556536359815048
700,kriging,0.5789473684210527,0.5031525851197982
700,kriging,0.631578947368421,0.5565363598150483
700,kriging,0.6842105263157894,0.6065573770491803
700,kriging,0.7368421052631579,0.6586801176965111
700,kriging,0.7894736842105263,0.7099621689785625
700,kriging,0.8421052631578947,0.7713324926439681
700,kriging,0.894736842105263,0.825136612021858
700,kriging,0.9473684210526315,0.8911307271963009
700,kriging,1.0,1.0
700,sgs,0.0,0.0
700,sgs,0.05263157894736842,0.04329550231189575
700,sgs,0.10526315789473684,0.08827238335435057
700,sgs,0.15789473684210525,0.12021857923497267
700,sgs,0.21052631578947367,0.1685582177385456
700,sgs,0.2631578947368421,0.2244640605296343
700,sgs,0.3157894736842105,0.26902059688944935
